lid	Entrez_id	Name	xref	transcript_length	transcript_type	iPSC_parent	iPSC_KO1	iPSC_KO2	iMeLC_parent	iMeLC_KO1	iMeLC_KO2	d6hPGCLC_parent	d6hPGCLC_KO1	d6hPGCLC_KO2	c12_parent	c12_KO1	c12_KO2	c32_parent	c32_KO1	c32_KO2	c42_parent	c42_KO1	diff_iPSC	diff_iMeLC	diff_d6	diff_c12	diff_c32	diff_c42
gene8585	79586	CHPF	Name=CHPF;description=chondroitin polymerizing factor;gbkey=Gene;gene=CHPF;gene_biotype=protein_coding;gene_synonym=CHSY2,CSS2;chr2:219538947-219543765	2991	protein_coding	4.58592490275495	4.8022990528518	4.9659586732437	4.66473811157924	5.05656287325795	4.84932972292664	5.19632543778233	5.75587607746786	5.4577556037687	4.73370678117129	5.37047695946816	5.07848574254258	3.82602512058137	4.88556221318099	5.1290104429036	3.91991208867731	4.70512640510021	0	0	0	0	1	0
gene8609	2043	EPHA4	Name=EPHA4;description=EPH receptor A4;gbkey=Gene;gene=EPHA4;gene_biotype=protein_coding;gene_synonym=HEK8,SEK,TYRO1;chr2:221418027-221574202	6581	protein_coding	4.64214301021396	3.50412301168365	3.56584809225218	3.78237338012088	3.38523859542304	3.59860735873835	3.01528613715091	3.61941319207608	4.08723213469652	4.687724092488	4.9096179446949	4.9086657145884	4.67156876464759	4.25679195497483	4.12341644506088	5.34899011678495	4.99858366048585	-1	0	0	0	0	0
gene8647	130340	AP1S3	Name=AP1S3;description=adaptor related protein complex 1 sigma 3 subunit;gbkey=Gene;gene=AP1S3;gene_biotype=protein_coding;gene_synonym=PSORS15;chr2:223755330-223837602	4041	protein_coding	2.81363436947087	2.1434676697405	2.10051934001436	2.48432887533268	2.56312225637016	2.43554555966735	0.694311305682285	1.42819045476664	1.40303863523196	1.25432788709157	1.42673315623487	1.26384215318271	0.30956612880013	1.05966298571871	0.804446198137607	0.668119124686432	1.79805051476751	0	0	0	0	0	1
gene8650	5270	SERPINE2	Name=SERPINE2;description=serpin family E member 2;gbkey=Gene;gene=SERPINE2;gene_biotype=protein_coding;gene_synonym=GDN,GDNPF,PI-7,PI7,PN-1,PN1,PNI;chr2:223975048-224039319	2674	protein_coding	6.06734232769333	5.69252428383576	5.73098072550811	7.97712419546559	8.23791364370178	8.32921714408718	9.5834404969487	9.36257587654019	9.73504482884937	7.63565257927138	7.34537700959178	7.62125518297695	4.88894343263919	6.37419384334522	7.23129950798394	5.43006443540699	7.4943203983439	0	0	0	0	1	1
gene8668	3667	IRS1	Name=IRS1;description=insulin receptor substrate 1;gbkey=Gene;gene=IRS1;gene_biotype=protein_coding;gene_synonym=HIRS-1;chr2:226731317-226798790	8736	protein_coding	3.99002186569792	4.40853006189717	4.37904712624195	4.21206433822455	3.92483952881359	3.68850673623544	2.37106336346885	1.73579031776007	2.0538050929806	0	0.36079569938769	0	0	2.45758136856488	2.39087267787111	0	3.70903692850884	0	0	0	0	1	1
gene8712	151473	SLC16A14	Name=SLC16A14;description=solute carrier family 16 member 14;gbkey=Gene;gene=SLC16A14;gene_biotype=protein_coding;gene_synonym=MCT14;chr2:230034974-230068999	4398	protein_coding	3.14818848477871	1.85825494111731	2.07967929527345	1.02206305146564	0.778176712280326	0.89200059626603	1.01699006552725	0.345141494531756	0.371994411595426	0.395219697882403	0.332377939916612	0	0.147391234349036	0.30855518737238	0.790689797291154	0	1.16266121085665	-1	0	0	0	0	1
gene8718	93349	SP140L	Name=SP140L;description=SP140 nuclear body protein like;gbkey=Gene;gene=SP140L;gene_biotype=protein_coding;chr2:230327152-230407506	4473	protein_coding	0.953870690441777	1.07793149144218	0.606936171362427	0.129832091974326	0.268594628242017	0.271477713668453	1.02669173803964	0.345141494531756	0.616207585387701	1.27307472280658	1.51086082229871	0.555248440958701	2.94397149725895	0.96684382069906	1.47385745981265	2.51399597936701	2.41565051441473	0	0	0	0	-1	0
gene8720	6672	SP100	Name=SP100;description=SP100 nuclear antigen;gbkey=Gene;gene=SP100;gene_biotype=protein_coding;gene_synonym=lysp100b;chr2:230416156-230545602	5455	protein_coding	3.05421603662394	3.0127805211754	3.17812696123469	2.80577594468789	2.37378920356801	2.97871609090863	1.18106912409845	1.04359407656131	0.806021691043528	1.19258881261394	1.71035841201872	1.2489017992443	1.30529688700807	2.27649878598	2.43044195607752	1.46832264394787	2.71683729131891	0	0	0	0	0	1
gene8778	251	ALPPL2	Name=ALPPL2;description=alkaline phosphatase%2C placental like 2;gbkey=Gene;gene=ALPPL2;gene_biotype=protein_coding;gene_synonym=ALPG,ALPPL,GCAP;chr2:232406842-232410714	2494	protein_coding	1.6770124316144	1.6360223653783	1.27269044985226	0.129832091974326	0.253859269995841	0.271477713668453	0.397452011474317	0.345141494531756	0.535297706231489	1.7017423380891	0.332377939916612	0.630028730581668	2.78778326743949	2.63174685655596	2.21643164593221	1.46832264394787	2.13963320511453	0	0	0	-1	0	0
gene8837	10123	ARL4C	Name=ARL4C;description=ADP ribosylation factor like GTPase 4C;gbkey=Gene;gene=ARL4C;gene_biotype=protein_coding;gene_synonym=ARL7,LAK;chr2:234493041-234497053	4009	protein_coding	5.02757086229263	4.82359399621261	4.62122675909068	5.44683072049265	4.85269710385393	4.86813584707678	5.89147691858887	5.12003508859735	5.3033498139606	5.05413339422106	5.12248813585573	4.89375076278389	4.13766338222474	4.12622264031779	4.61077454401783	4.12861510065349	5.3448213971028	0	0	0	0	0	1
gene8862	79781	IQCA1	Name=IQCA1;description=IQ motif containing with AAA domain 1;gbkey=Gene;gene=IQCA1;gene_biotype=protein_coding;gene_synonym=4930465P12Rik,DRC11,IQCA;chr2:236324147-236507535	3343	protein_coding	3.79795917413604	2.51781861146475	2.47044367845324	2.94543121866374	1.34122508206936	1.70911616197989	4.6044700981043	3.11015056959819	3.58292856326709	4.52391163809544	3.26513764056907	3.29408532127485	4.28760553682464	3.11233940476874	2.14549859317629	3.89156500444716	3.0759604132434	-1	-1	-1	-1	-1	0
gene8865	57007	ACKR3	Name=ACKR3;description=atypical chemokine receptor 3;gbkey=Gene;gene=ACKR3;gene_biotype=protein_coding;gene_synonym=CMKOR1,CXC-R7,CXCR-7,CXCR7,GPR159,RDC-1,RDC1;chr2:236537131-236582358	2245	protein_coding	0.887892205762439	1.34713156663145	0.960662367357212	0.129832091974326	0.682325568433595	0.353762395449804	2.02048746154921	2.17856983460019	2.37556375866953	3.25906115455146	3.19645948236603	3.21731643963916	1.46687837287347	3.33053882535652	3.22404527577752	1.61423868309179	2.23762490001616	0	0	0	0	1	0
gene8881	1293	COL6A3	Name=COL6A3;description=collagen type VI alpha 3 chain;gbkey=Gene;gene=COL6A3;gene_biotype=protein_coding;gene_synonym=BTHLM1,DYT27,UCMD1;chr2:237324012-237434822	9963	protein_coding	1.36628282713488	2.38227085530956	1.97409252984182	0.623933183088029	1.34122508206936	0.68295123004245	3.80798845635832	5.01557309343528	6.72279877101864	0.662732819907719	0	0	2.52955221307988	6.75478455535405	7.81429799440221	4.07919888321099	9.07061875612466	0	0	1	0	1	1
gene8883	79083	MLPH	Name=MLPH;description=melanophilin;gbkey=Gene;gene=MLPH;gene_biotype=protein_coding;gene_synonym=SLAC2-A;chr2:237486410-237555318	4110	protein_coding	3.05914646727716	3.11727235565797	2.65484940879477	0.912158802511904	0.720437668633726	0.271477713668453	4.93126258038445	5.09845033295686	5.16792075925257	6.14120679706774	6.18539321992988	6.00003441828285	4.17877413982253	5.02094825516641	5.67119134009223	3.97498811199193	5.46094892911032	0	0	0	0	0	1
gene8887	64284	RAB17	Name=RAB17;description=RAB17%2C member RAS oncogene family;gbkey=Gene;gene=RAB17;gene_biotype=protein_coding;chr2:237574322-237591126	2769	protein_coding	3.50784958178719	3.3262043456298	3.64094669595458	3.67420007206284	2.52594173302688	2.82922077713347	4.17411057221078	4.19681188048017	4.36473771406313	5.18189361966968	5.26805381815159	5.02240731159187	2.87306803745747	3.85273398323067	3.83616078146081	2.51399597936701	3.93031156144962	0	0	0	0	0	1
gene8891	10267	RAMP1	Name=RAMP1;description=receptor activity modifying protein 1;gbkey=Gene;gene=RAMP1;gene_biotype=protein_coding;chr2:237858555-237912117	974	protein_coding	0.372123612023327	1.17062809540848	0.940348315956696	0.128927732057579	0.519393665252785	0.353762395449804	4.51317227459741	5.86502545978761	5.65313489875096	5.58924061855163	6.13513004559712	6.20778113041592	3.8764169338144	4.78594648465635	5.15836534948564	3.64218169213078	4.04302071965905	0	0	1	0	0	0
gene8945	57140	RNPEPL1	Name=RNPEPL1;description=arginyl aminopeptidase like 1;gbkey=Gene;gene=RNPEPL1;gene_biotype=protein_coding;chr2:240568526-240578732	3046	protein_coding	3.36942555016259	3.58634757370235	3.65792137044845	2.92416445343455	3.27626730704387	2.82519431676234	4.61915203588326	5.00793213217253	4.57070022808932	4.37419104651638	4.85205186434374	4.81858862149297	2.37331178998596	3.47304443766382	4.04619889545438	3.1138671594827	4.33631909769577	0	0	0	0	1	1
gene8953	547	KIF1A	Name=KIF1A;description=kinesin family member 1A;gbkey=Gene;gene=KIF1A;gene_biotype=protein_coding;gene_synonym=ATSV,C2orf20,HSN2C,MRD9,SPG30,UNC104;chr2:240713764-240820308	9223	protein_coding	6.28487025960839	5.87032377386554	5.55361747393468	6.46341444360412	5.71558455402958	5.4271254690501	3.27486386248469	1.74089572938307	2.05354776070618	2.79791611323977	3.06053646799238	2.45608938025498	0.668862641063618	1.30560111975415	0.846346741438277	0	0.947927931238094	0	0	-1	0	0	0
gene8959	25992	SNED1	Name=SNED1;description=sushi%2C nidogen and EGF like domains 1;gbkey=Gene;gene=SNED1;gene_biotype=protein_coding;gene_synonym=IRE-BP1,Snep,SST3;chr2:240997410-241095568	9379	protein_coding	1.69467619865286	2.24114288699402	1.85972801465942	1.80335977950173	1.66412243909504	1.62554480351835	1.90715497968819	1.05859589005137	1.713788141739	1.87476147565903	1.44009896180073	1.76227319309344	1.650674875287	2.44169680553467	2.19045218233659	1.61423868309179	3.36325519682662	0	0	0	0	0	1
gene8979	666	BOK	Name=BOK;description=BOK%2C BCL2 family apoptosis regulator;gbkey=Gene;gene=BOK;gene_biotype=protein_coding;gene_synonym=BCL2L9,BOKL;chr2:241558731-241574138	2742	protein_coding	4.39528702035121	4.30280638666674	4.65118392686722	4.78685238436681	5.00353545663436	4.65807142727329	4.93466986173966	5.28782723301603	5.1709388630977	4.84885046414028	5.4084482865244	5.51417717483919	3.40931241634671	4.75937887157117	4.97594416192549	3.70868387032223	4.37989123413706	0	0	0	0	1	0
gene9028	152330	CNTN4	Name=CNTN4;description=contactin 4;gbkey=Gene;gene=CNTN4;gene_biotype=protein_coding;gene_synonym=AXCAM,BIG-2;chr3:2098803-3059080	9127	protein_coding	0.146390874613923	0.353983227387988	0	0.419576693694911	0.138039863787366	0.133378281152332	0.621225036838851	1.07528676091615	2.55997886797864	0.826252060751806	2.49036144929931	1.99771769250173	1.93102389197983	3.04377927832395	2.18834200780007	2.90284538355057	2.8467339957901	0	0	0	1	0	0
gene9039	57633	LRRN1	Name=LRRN1;description=leucine rich repeat neuronal 1;gbkey=Gene;gene=LRRN1;gene_biotype=protein_coding;gene_synonym=FIGLER3,NLRR-1;chr3:3799431-3849834	6242	protein_coding	8.16077208689564	8.10830712437819	8.13748331578599	7.487880199698	7.1175967115892	7.26595656875769	5.50804296374222	5.91755218623565	6.39114801173846	5.89598936092681	6.48730106977854	6.7779675442615	1.70858450244147	3.5101546135151	2.98858986643271	1.46832264394787	1.34959174255675	0	0	0	0	1	0
gene9069	105376944	LOC105376944	Name=LOC105376944;gbkey=Gene;gene=LOC105376944;gene_biotype=lncRNA;chr3:6693852-6735810	2379	lncRNA	2.95909880810917	2.67181037045559	2.9409943621922	2.17257755771553	1.74510047419046	2.3609964651889	1.17377025668818	1.67951849539411	2.25035272011659	0.95053248075703	1.85393580998117	1.71411127996004	1.28031841337736	1.90246233814338	1.53267682958777	0	2.41565051441473	0	0	0	0	0	1
gene9080	29995	LMCD1	Name=LMCD1;description=LIM and cysteine rich domains 1;gbkey=Gene;gene=LMCD1;gene_biotype=protein_coding;chr3:8501807-8568125	2256	protein_coding	4.69708489308295	4.79930503168159	4.84592412913695	3.83339727082456	3.34128267366721	3.71265458904171	2.76907432102635	1.45375335705093	1.94231187333033	2.47187303321336	0.964792804606158	0.632748453536936	1.09674789744	1.67036344746066	1.37956408650047	2.35698889179248	0.947927931238094	0	0	0	-1	0	-1
gene9086	5021	OXTR	Name=OXTR;description=oxytocin receptor;gbkey=Gene;gene=OXTR;gene_biotype=protein_coding;gene_synonym=OT-R;chr3:8750408-8769614	4361	protein_coding	1.12201467209698	0.853705637346623	1.27269044985226	2.14979693190094	1.76792692963371	1.11103913560261	6.51796636806335	4.3592696598009	4.9676067670205	3.887384254727	3.27641861805455	2.66446944970347	3.02637050008683	1.79532255581359	0.544036867837807	2.65558080965278	2.13963320511453	0	0	-1	0	-1	0
gene9097	55209	SETD5	Name=SETD5;description=SET domain containing 5;gbkey=Gene;gene=SETD5;gene_biotype=protein_coding;chr3:9397700-9478154	9117	protein_coding	5.08362732949897	5.07956850108234	5.20135549720758	4.63646301966636	4.68299650561767	4.64471989201951	4.82333519812871	5.10761959985069	5.43145687572547	4.7994562583982	4.9447953411686	4.92164220895966	4.29959357784909	4.02123166411509	4.06173193033655	4.842118990758	3.77579856774516	0	0	0	0	0	-1
gene9131	7428	VHL	Name=VHL;description=von Hippel-Lindau tumor suppressor;gbkey=Gene;gene=VHL;gene_biotype=protein_coding;gene_synonym=HRCA1,pVHL,RCA1,VHL1;chr3:10141635-10153670	4696	protein_coding	4.33349341969471	4.47368820594397	3.92471914579561	4.23878021526797	3.91662337022131	4.05088313300681	4.35453810784045	4.53921400426353	4.30876430706912	4.37247197966036	4.26593861667537	4.45338334251249	4.63239487587218	3.59098729492959	3.24267460525221	4.45347807082311	4.12211772938052	0	0	0	0	-1	0
gene9175	55287	TMEM40	Name=TMEM40;description=transmembrane protein 40;gbkey=Gene;gene=TMEM40;gene_biotype=protein_coding;chr3:12733530-12769457	2161	protein_coding	0.416525125359629	0.254112899449051	0.537380853879265	0.972652272162279	0.590773145882566	0.133378281152332	0.1855284841751	0.441575785431239	0	0	1.72513725714785	2.05710352342888	0.162174894451094	1.20631899010037	0.824554782471465	0	0	0	0	0	1	0	0
gene9185	9922	IQSEC1	Name=IQSEC1;description=IQ motif and Sec7 domain 1;gbkey=Gene;gene=IQSEC1;gene_biotype=protein_coding;gene_synonym=ARF-GEP100,ARFGEP100,BRAG2,GEP100;chr3:12897043-13073410	7601	protein_coding	4.80810979738159	4.29872883117685	4.4652868625063	4.88607625012205	4.59380654817251	4.70152381774892	5.58977485879159	5.73625013942375	5.68002832042571	4.80756502456253	4.82114788220954	4.73139666977199	4.09302180430755	4.03670240146392	3.68637266882795	3.60774456669198	4.7221490339202	0	0	0	0	0	1
gene9191	79885	HDAC11	Name=HDAC11;description=histone deacetylase 11;gbkey=Gene;gene=HDAC11;gene_biotype=protein_coding;gene_synonym=HD11;chr3:13478903-13506424	3752	protein_coding	2.73353771158271	2.92928851072055	3.10667500967581	2.43832959672889	2.49843533761977	2.14396590935227	3.23575458868971	2.61884464968169	2.72116056976532	2.5090117350766	2.81838912947472	2.33406268531953	0.85815031368619	1.8800123675583	2.03273856614186	0.913416033285306	1.79805051476751	0	0	0	0	1	0
gene9209	105376958	LOC105376958	Name=LOC105376958;gbkey=Gene;gene=LOC105376958;gene_biotype=lncRNA;chr3:14224674-14230149	1398	lncRNA	0.522979188274985	0.880208080121041	0.360173217245255	0.128927732057579	0.635184898806374	0.697023864352758	2.61786023273306	3.24903048916529	3.68760570212554	2.1054417295742	2.94312843646199	2.8920583718782	1.12264138600699	1.23922824680962	2.06080539430358	1.12300395405482	2.41565051441473	0	0	0	0	0	1
gene9213	6533	SLC6A6	Name=SLC6A6;description=solute carrier family 6 member 6;gbkey=Gene;gene=SLC6A6;gene_biotype=protein_coding;gene_synonym=TAUT;chr3:14402576-14489349	6658	protein_coding	5.67284931414964	5.66716036294705	5.77833337042811	6.24686656172881	6.21977073692767	6.21080933546955	8.28756034394911	8.34819657769629	8.53537051211428	6.98633650494667	7.07354509974	7.25736574942327	6.25610153699927	6.26247960484972	6.51963577722681	6.82653069182383	7.82896345577508	0	0	0	0	0	1
gene9231	100505696	SH3BP5-AS1	Name=SH3BP5-AS1;description=SH3BP5 antisense RNA 1;gbkey=Gene;gene=SH3BP5-AS1;gene_biotype=lncRNA;chr3:15254184-15264498	5575	lncRNA	3.04918936604587	2.87343096291782	3.16078488340806	1.99546438231025	1.79838995181298	2.30645771433435	2.99300577827683	3.12187791608199	3.73754903103822	3.1932203089253	3.21688359608438	3.31429413785559	2.528041025036	2.65030140874726	2.27116209156275	1.12300395405482	4.09623654831636	0	0	0	0	0	1
gene9232	9467	SH3BP5	Name=SH3BP5;description=SH3 domain binding protein 5;gbkey=Gene;gene=SH3BP5;gene_biotype=protein_coding;gene_synonym=SAB,SH3BP-5;chr3:15254353-15341394	3322	protein_coding	4.28298752049696	4.21754184626486	4.39936605725975	3.40942372090005	3.5279677319251	3.46362816762692	3.67846682967678	4.16118923109938	4.62801012962969	3.58407977125021	4.36335791391789	4.77090502396988	2.13058377066135	2.81799023522738	2.96001685304906	0.913416033285306	4.12211772938052	0	0	0	0	0	1
gene9235	131965	METTL6	Name=METTL6;description=methyltransferase like 6;gbkey=Gene;gene=METTL6;gene_biotype=protein_coding;chr3:15381275-15427580	816	protein_coding	3.97583887911176	4.18328814245951	3.89651665019207	4.18055325756424	4.14241125272652	4.2564045304091	3.68461253531519	3.92874039809969	3.97611259679053	3.99891671063832	4.09951902599204	3.73448002705575	3.89767765847347	3.86726803782776	3.74829804302287	4.60082873711434	3.52723301748801	0	0	0	0	0	-1
gene9256	23180	RFTN1	Name=RFTN1;description=raftlin%2C lipid raft linker 1;gbkey=Gene;gene=RFTN1;gene_biotype=protein_coding;gene_synonym=MIG2,PIB10,PIG9,RAFTLIN;chr3:16315845-16513715	3399	protein_coding	1.36628282713488	2.28979905350905	2.29410001052568	2.30793627961239	2.22547184213196	2.67142663104148	0.718480668916801	0.193019179944307	0.20971551121573	0	0	0.23567177980536	0.294546154967969	4.30022944935267	5.12665285430166	1.30597052098439	5.45076916726712	0	0	0	0	1	1
gene9258	1618	DAZL	Name=DAZL;description=deleted in azoospermia like;gbkey=Gene;gene=DAZL;gene_biotype=protein_coding;gene_synonym=DAZH,DAZL1,DAZLA,SPGYLA;chr3:16586792-16605499	3104	protein_coding	4.23204279069517	4.71402093878063	4.64486419071335	1.5185924421882	2.04818075573437	2.60624160166959	0	0	0	0	0	0	0.147391234349036	0	0	2.27157507753675	0	0	0	0	0	0	-1
gene9272	6304	SATB1	Name=SATB1;description=SATB homeobox 1;gbkey=Gene;gene=SATB1;gene_biotype=protein_coding;chr3:18345388-18445588	7905	protein_coding	5.96059545768336	6.27713398502497	6.23788389809689	5.16103480566839	5.60550369244379	5.56490231974137	2.24721650836089	2.92828207508706	3.8181030936485	0.450863066325061	0.387917673994812	0.518901949132555	0.147391234349036	0.179535656144172	0.178916739314745	0	1.16266121085665	0	0	0	0	0	1
gene9287	151649	PP2D1	Name=PP2D1;description=protein phosphatase 2C like domain containing 1;gbkey=Gene;gene=PP2D1;gene_biotype=protein_coding;gene_synonym=C3orf48;chr3:19979961-20012273	2130	protein_coding	1.5888041699901	1.70241139141234	2.25309860795787	2.04929539507749	1.25843950862197	1.96606293311058	2.19747754936211	1.79745761108785	2.54824042774586	2.00644121948009	1.56565455797899	1.76004593279768	2.1811968069825	2.59029672383325	2.22831313444791	2.84488775687458	1.79805051476751	0	0	0	0	0	-1
gene9320	7324	UBE2E1	Name=UBE2E1;description=ubiquitin conjugating enzyme E2 E1;gbkey=Gene;gene=UBE2E1;gene_biotype=protein_coding;gene_synonym=UBCH6;chr3:23805893-23891640	1845	protein_coding	8.06111734615652	8.39448233805845	8.11788586754543	7.79959171544208	7.88784147909258	7.72161538629146	7.45817553368435	7.62863706679587	7.61722207176831	7.61362906770946	7.63250100369024	7.74031638282544	6.84885027027457	5.83579124605948	5.79659033192528	7.23744899563932	6.6452909576617	0	0	0	0	-1	0
gene9327	7068	THRB	Name=THRB;description=thyroid hormone receptor beta;gbkey=Gene;gene=THRB;gene_biotype=protein_coding;gene_synonym=C-ERBA-2,C-ERBA-BETA,ERBA2,GRTH,NR1A2,PRTH,THR1,THRB1,THRB2;chr3:24117153-24495281	7637	protein_coding	3.17695212903284	2.57127610220581	2.72543798317065	2.86908590303891	2.44240785352947	1.61450441835635	0.651174149705706	2.20876263625744	1.85064377363108	0	0.185193752141045	0	0	0.30855518737238	1.05817707801922	0.372394965238024	1.34959174255675	0	0	1	0	0	0
gene9383	645206	LINC00693	Name=LINC00693;description=long intergenic non-protein coding RNA 693;gbkey=Gene;gene=LINC00693;gene_biotype=lncRNA;chr3:28575278-28758337	1654	lncRNA	1.05895856540163	1.74387820503114	0.946095164351147	1.71191697384201	1.26994381830452	0.765470096750505	1.74532018834468	2.58409111299313	2.07165784811046	2.80199091257842	3.06924447198562	2.62033695892857	4.0677569217364	3.63116005970737	3.36766227459991	4.26745339880264	2.8467339957901	0	0	0	0	0	-1
gene9414	23171	GPD1L	Name=GPD1L;description=glycerol-3-phosphate dehydrogenase 1 like;gbkey=Gene;gene=GPD1L;gene_biotype=protein_coding;gene_synonym=GPD1-L;chr3:32106511-32168715	4062	protein_coding	2.82564075936953	3.07191077864225	3.00082425262255	3.1377714373625	3.51407639503462	3.48147212863648	3.80649955894391	2.63685712611374	3.06676425337719	1.44451279362361	1.63579660093379	1.2489017992443	0.735776012298151	1.42871987681439	1.67085753285142	1.30597052098439	2.49705025008809	0	0	0	0	0	1
gene9418	112616	CMTM7	Name=CMTM7;description=CKLF like MARVEL transmembrane domain containing 7;gbkey=Gene;gene=CMTM7;gene_biotype=protein_coding;gene_synonym=CKLFSF7;chr3:32391671-32455528	814	protein_coding	4.25027691608043	3.62723664406732	4.31432285626782	4.33327588284887	4.53052526412013	4.59570403750059	2.84399098047345	1.97272354758387	1.6467117057414	0.95053248075703	2.072367976684	1.59351791375218	1.13506345109648	1.64179412303	1.32363158056247	0	1.16266121085665	0	0	0	0	0	1
gene9509	9942	XYLB	Name=XYLB;description=xylulokinase;gbkey=Gene;gene=XYLB;gene_biotype=protein_coding;chr3:38346760-38453041	6455	protein_coding	1.83257663462211	1.69400342862465	1.36785872173484	1.22857232046576	1.25843950862197	1.10367896241056	1.82549114542697	3.11015056959819	3.0053813741323	3.35785427385895	2.4900435668321	2.03130952942698	3.00957416461711	2.73830663798689	2.14099769064934	2.43762724831895	2.78324709737812	0	0	1	0	0	0
gene9535	105377644	LOC105377644	Name=LOC105377644;gbkey=Gene;gene=LOC105377644;gene_biotype=lncRNA;chr3:39342809-39383668	691	lncRNA	2.05891759833836	1.91447328512023	2.08425397715654	1.55283700261252	1.7006728158962	1.77909213381645	0.80675352101395	1.4603737387708	1.33708339727644	2.25963030883574	1.62623074595488	2.03130952942698	2.2252668542863	1.75687473442958	2.45578287997893	1.98002530023873	3.02197712270615	0	0	0	0	0	1
gene9630	353274	ZNF445	Name=ZNF445;description=zinc finger protein 445;gbkey=Gene;gene=ZNF445;gene_biotype=protein_coding;gene_synonym=ZKSCAN15,ZNF168,ZSCAN47;chr3:44439770-44477670	8257	protein_coding	3.65392898066577	3.51717899361534	3.60145949451624	3.20955112419813	3.48272444647443	2.956184455381	2.10111852408434	1.82697064079039	1.6885618467939	2.33021855743579	2.25798115366508	2.74538767105409	0.760198576793304	0.806035389424217	0.750272049277313	0	1.16266121085665	0	0	0	0	0	1
gene9638	285349	ZNF660	Name=ZNF660;description=zinc finger protein 660;gbkey=Gene;gene=ZNF660;gene_biotype=protein_coding;chr3:44584850-44599694	5948	protein_coding	3.38729898294232	3.04434342967292	3.60391681337018	3.63815231202254	3.18022311414232	3.29253887470892	2.10111852408434	2.71736017368101	2.38461024953037	3.31946395135309	2.77644317017466	2.63932979314751	1.59878299974868	1.06950686001207	1.20192519400271	2.27157507753675	0.695459382638558	0	0	0	0	0	-1
gene9660	64866	CDCP1	Name=CDCP1;description=CUB domain containing protein 1;gbkey=Gene;gene=CDCP1;gene_biotype=protein_coding;gene_synonym=CD318,SIMA135,TRASK;chr3:45082274-45146422	6010	protein_coding	3.36029217163135	3.23047513028107	3.61473310712252	3.50496623062729	3.16596282483592	3.181308222828	5.04680172902722	5.21938785426127	5.1659848381369	5.06901951842933	5.73804930991765	5.56769479887405	3.03023432461181	4.31825279030238	4.62835862909249	2.9585643149425	5.09323901570177	0	0	0	0	1	1
gene9663	25907	TMEM158	Name=TMEM158;description=transmembrane protein 158 (gene/pseudogene);gbkey=Gene;gene=TMEM158;gene_biotype=protein_coding;gene_synonym=BBP,p40BBP,RIS1;chr3:45224464-45226322	1859	protein_coding	3.64748862247973	3.60883720287983	3.72836783230646	3.14587353891605	3.56928711451928	3.15002868658438	2.76975946865037	3.07096423628647	3.09783175264205	2.13882690729868	2.60219839560374	2.87342979909863	1.8145179414699	3.67882575633009	4.74527138554228	1.46832264394787	4.37989123413706	0	0	0	0	1	1
gene9679	79443	FYCO1	Name=FYCO1;description=FYVE and coiled-coil domain containing 1;gbkey=Gene;gene=FYCO1;gene_biotype=protein_coding;gene_synonym=CATC2,CTRCT18,RUFY3,ZFYVE7;chr3:45917899-45995824	9679	protein_coding	3.09367296174781	3.43881336097404	3.62778012872113	2.7860023503437	3.18158168312558	3.51781127761209	4.12047561030155	4.31860134720145	4.38711705062277	3.4430630565048	4.02281309087905	3.88280663900981	3.18355567683559	3.75496196358873	4.07418681529166	3.77225518216576	5.02626890819055	0	0	0	0	0	1
gene9698	6997	TDGF1	Name=TDGF1;description=teratocarcinoma-derived growth factor 1;gbkey=Gene;gene=TDGF1;gene_biotype=protein_coding;gene_synonym=CR,CRGF,CRIPTO;chr3:46574555-46582463	2164	protein_coding	9.89981598225774	10.143915730528	10.1677167655039	9.62296440710716	9.9465620230064	9.89722243951238	4.56070077014779	4.79820121856368	5.00432437365867	4.36469441558858	4.91903916321397	4.50205065174812	3.36426910720683	4.20547217475767	4.42098607702455	3.46113561515862	4.68789492520494	0	0	0	0	0	1
gene9707	4634	MYL3	Name=MYL3;description=myosin light chain 3;gbkey=Gene;gene=MYL3;gene_biotype=protein_coding;gene_synonym=CMH8,MLC-lV/sb,MLC1SB,MLC1V,VLC1,VLCl;chr3:46857867-46863483	929	protein_coding	0.148448928850039	0	0	0	0	0.271477713668453	5.00804061286605	3.74686265545905	3.73437461602864	1.37327526782744	2.01004399680668	1.04576334678681	1.39058652042115	1.95044990968153	2.03273856614186	1.12300395405482	0.695459382638558	0	0	-1	0	0	0
gene9779	54681	P4HTM	Name=P4HTM;description=prolyl 4-hydroxylase%2C transmembrane;gbkey=Gene;gene=P4HTM;gene_biotype=protein_coding;gene_synonym=EGLN4,HIFPH4,P4H-TM,PH-4,PH4,PHD4;chr3:48989908-49007149	2283	protein_coding	3.52906203544241	3.55886315650798	3.31144013279045	3.38483943310221	2.90789710081963	3.00491745243704	4.33009806000278	4.45037685621714	3.66091075195942	3.52322838730348	3.99819369910706	3.97692593473085	3.35315795333767	4.08068103780257	4.84940134983584	2.65558080965278	4.1971105147127	0	0	0	0	0	1
